Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Dallas Cowboys,2,2,2,1,0,0,1,1,15.0,15.0,98.7%,DAL,15,2020
2,Buffalo Bills,3,0,1,1,1,0,0,1,12.0,12.0,51.7%,BUF,15,2020
3,Arizona Cardinals,6,0,0,3,0,1,0,1,10.0,10.0,0.4%,ARI,15,2020
4,Baltimore Ravens,5,0,1,1,0,1,0,1,10.0,10.0,97.7%,BAL,15,2020
5,Indianapolis Colts,5,0,2,3,0,0,0,1,10.0,10.0,6.9%,IND,15,2020
6,Seattle Seahawks,4,2,0,1,0,0,0,1,9.0,9.0,32.1%,SEA,15,2020
7,Miami Dolphins,3,0,1,3,0,0,0,1,9.0,9.0,77.9%,MIA,15,2020
8,Cleveland Browns,1,0,0,0,0,0,0,1,8.0,8.0,97.8%,CLE,15,2020
9,Cincinnati Bengals,1,1,2,2,0,0,0,1,8.0,8.0,58.3%,CIN,15,2020
10,New York Jets,3,1,0,0,0,0,0,1,8.0,8.0,94.9%,NYJ,15,2020
11,New Orleans Saints,4,0,1,1,0,1,0,1,7.0,7.0,64.3%,NO,15,2020
12,Green Bay Packers,3,0,1,2,0,0,0,1,6.0,6.0,10.2%,GB,15,2020
13,Philadelphia Eagles,1,1,2,2,0,0,0,1,6.0,6.0,43.3%,PHI,15,2020
14,Tennessee Titans,0,1,2,2,0,0,0,1,6.0,6.0,1.1%,TEN,15,2020
15,Chicago Bears,3,1,0,1,0,0,0,1,5.0,5.0,46.1%,CHI,15,2020
16,Carolina Panthers,5,0,0,0,0,0,0,1,5.0,5.0,1.0%,CAR,15,2020
17,New England Patriots,2,1,0,0,0,0,0,1,4.0,4.0,2.9%,NE,15,2020
18,Tampa Bay Buccaneers,3,0,0,0,0,0,0,1,3.0,3.0,6.5%,TB,15,2020
19,Los Angeles Chargers,1,1,0,0,0,0,0,1,3.0,3.0,9.6%,LAC,15,2020
20,Washington Commanders,0,1,0,0,0,0,0,1,3.0,3.0,1.0%,WAS,15,2020
21,New York Giants,1,0,0,0,0,0,0,1,2.0,2.0,3.3%,NYG,15,2020
22,Pittsburgh Steelers,2,0,0,0,0,0,0,1,2.0,2.0,91.3%,PIT,15,2020
23,Minnesota Vikings,1,1,0,0,0,0,0,1,2.0,2.0,33.7%,MIN,15,2020
24,Atlanta Falcons,3,0,0,1,0,0,0,1,2.0,2.0,11.4%,ATL,15,2020
25,Los Angeles Rams,2,0,0,1,0,0,0,1,2.0,2.0,1.4%,LAR,15,2020
26,Kansas City Chiefs,1,1,0,0,0,0,0,1,2.0,2.0,79.3%,KC,15,2020
27,Houston Texans,1,0,0,0,0,0,0,1,1.0,1.0,36.0%,HOU,15,2020
28,Las Vegas Raiders,1,0,0,1,0,0,0,1,0.0,0.0,6.5%,LV,15,2020
29,Detroit Lions,1,0,0,0,0,1,0,1,-1.0,-1.0,40.6%,DET,15,2020
30,Jacksonville Jaguars,1,1,0,2,0,0,0,1,-1.0,-1.0,19.9%,JAC,15,2020
31,Denver Broncos,1,0,1,1,0,0,0,1,-1.0,-1.0,7.8%,DEN,15,2020
32,San Francisco 49ers,2,0,0,0,0,0,0,1,-2.0,-2.0,99.0%,SF,15,2020
