Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,New England Patriots,7,4,0,0,2,0,0,1,37.0,37.0,2.9%,NE,2,2019
2,Cleveland Browns,4,0,1,1,0,0,0,1,13.0,13.0,97.8%,CLE,2,2019
3,Green Bay Packers,1,2,2,3,0,0,0,1,12.0,12.0,10.2%,GB,2,2019
4,Kansas City Chiefs,3,2,0,3,0,0,0,1,11.0,11.0,79.3%,KC,2,2019
5,Atlanta Falcons,3,2,1,0,0,0,0,1,10.0,10.0,11.4%,ATL,2,2019
6,Houston Texans,4,0,1,3,0,0,0,1,10.0,10.0,36.0%,HOU,2,2019
7,Detroit Lions,1,1,1,1,0,0,0,1,9.0,9.0,40.6%,DET,2,2019
8,Jacksonville Jaguars,4,0,0,0,0,0,0,1,8.0,8.0,19.9%,JAC,2,2019
9,Los Angeles Chargers,0,2,0,0,0,0,0,1,8.0,8.0,9.6%,LAC,2,2019
10,Tennessee Titans,3,1,1,0,0,0,0,1,8.0,8.0,1.1%,TEN,2,2019
11,Los Angeles Rams,2,1,0,1,0,0,0,1,8.0,8.0,1.4%,LAR,2,2019
12,San Francisco 49ers,4,1,0,0,0,0,0,1,7.0,7.0,99.0%,SF,2,2019
13,Philadelphia Eagles,1,3,0,1,0,0,0,1,7.0,7.0,43.3%,PHI,2,2019
14,Pittsburgh Steelers,4,0,2,1,0,0,0,1,7.0,7.0,91.3%,PIT,2,2019
15,Tampa Bay Buccaneers,3,0,1,1,0,0,0,1,6.0,6.0,6.5%,TB,2,2019
16,Carolina Panthers,3,0,0,0,0,1,0,1,6.0,6.0,1.0%,CAR,2,2019
17,Buffalo Bills,1,2,0,1,0,0,0,1,6.0,6.0,51.7%,BUF,2,2019
18,Minnesota Vikings,2,0,2,1,0,0,0,1,6.0,6.0,33.7%,MIN,2,2019
19,New York Jets,3,1,0,0,0,0,0,1,5.0,5.0,94.9%,NYJ,2,2019
20,Indianapolis Colts,4,0,0,2,0,0,0,1,5.0,5.0,6.9%,IND,2,2019
21,New Orleans Saints,3,0,1,1,0,0,0,1,5.0,5.0,64.3%,NO,2,2019
22,Chicago Bears,2,1,0,0,0,0,0,1,5.0,5.0,46.1%,CHI,2,2019
23,Baltimore Ravens,3,0,0,0,0,0,0,1,4.0,4.0,97.7%,BAL,2,2019
24,Seattle Seahawks,1,1,0,0,0,0,0,1,3.0,3.0,32.1%,SEA,2,2019
25,Las Vegas Raiders,2,0,1,1,0,0,0,1,3.0,3.0,6.5%,LV,2,2019
26,Miami Dolphins,2,0,1,1,0,0,0,1,3.0,3.0,77.9%,MIA,2,2019
27,Arizona Cardinals,2,0,0,1,0,0,0,1,2.0,2.0,0.4%,ARI,2,2019
28,New York Giants,3,0,0,0,0,0,0,1,2.0,2.0,3.3%,NYG,2,2019
29,Washington Commanders,1,1,0,0,0,0,0,1,2.0,2.0,1.0%,WAS,2,2019
30,Denver Broncos,0,0,0,0,0,0,0,1,1.0,1.0,7.8%,DEN,2,2019
31,Dallas Cowboys,1,0,0,0,0,0,0,1,1.0,1.0,98.7%,DAL,2,2019
32,Cincinnati Bengals,0,1,0,0,0,0,0,1,-2.0,-2.0,58.3%,CIN,2,2019
