Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,DeVante Parker,7,10,159,22.7,43,3,2,0,0,0,0,1,34.9,34.9,0.1%,FA,13,2019
2,Robert Woods,13,18,172,13.2,48,2,0,0,0,0,0,1,30.2,30.2,0.1%,HOU,13,2019
3,Alshon Jeffery,9,16,137,15.2,27,2,1,0,0,0,0,1,28.7,28.7,0.0%,FA,13,2019
4,Kenny Golladay,4,5,158,39.5,75,4,1,0,0,0,0,1,25.8,25.8,4.0%,FA,13,2019
5,Davante Adams,6,10,64,10.7,25,1,2,0,0,0,0,1,24.4,24.4,99.8%,LV,13,2019
6,Courtland Sutton,4,5,74,18.5,33,2,2,0,0,0,0,1,23.4,23.4,84.8%,DEN,13,2019
7,Anthony Miller,9,13,140,15.6,35,3,0,0,0,0,0,1,23.0,23.0,0.0%,BAL,13,2019
8,Cole Beasley,6,7,110,18.3,29,2,1,0,0,0,0,1,23.0,23.0,0.0%,FA,13,2019
9,Allen Robinson II,8,12,86,10.8,16,0,1,0,0,0,0,1,22.6,22.6,0.1%,DET,13,2019
10,Julian Edelman,6,11,106,17.7,44,2,1,1,-7,0,0,1,21.9,21.9,12.1%,FA,13,2019
11,James Washington,4,4,111,27.8,44,3,1,0,0,0,0,1,21.1,21.1,0.0%,FA,13,2019
12,Allen Lazard,3,3,103,34.3,43,3,1,0,0,0,0,1,19.3,19.3,0.8%,NYJ,13,2019
13,DJ Moore,6,12,75,12.5,21,1,1,1,-3,0,0,1,19.2,19.2,98.5%,CHI,13,2019
14,Dede Westbrook,5,8,60,12.0,39,1,1,0,0,0,0,1,19.0,19.0,0.0%,FA,13,2019
15,Keenan Allen,6,6,68,11.3,36,1,1,0,0,0,0,1,18.8,18.8,93.1%,CHI,13,2019
16,Cooper Kupp,6,6,65,10.8,27,1,1,0,0,0,0,1,18.5,18.5,98.6%,LAR,13,2019
17,Zach Pascal,7,10,109,15.6,26,2,0,0,0,0,0,1,17.9,17.9,0.0%,ARI,13,2019
18,Robbie Chosen,7,10,101,14.4,20,2,0,0,0,0,0,1,17.1,17.1,0.0%,MIA,13,2019
19,Calvin Ridley,8,10,91,11.4,18,0,0,0,0,0,0,1,17.1,17.1,94.1%,TEN,13,2019
20,Tyler Boyd,5,10,59,11.8,17,0,1,0,0,0,0,1,16.9,16.9,5.3%,TEN,13,2019
21,Mike Williams,5,7,117,23.4,52,2,0,0,0,0,0,1,16.7,16.7,57.9%,NYJ,13,2019
22,Amari Cooper,8,11,85,10.6,17,0,0,0,0,0,0,1,16.5,16.5,95.7%,CLE,13,2019
23,Curtis Samuel,4,7,65,16.3,33,1,1,0,0,0,0,1,16.5,16.5,55.7%,BUF,13,2019
24,Russell Gage,5,9,52,10.4,14,0,1,0,0,0,0,1,16.2,16.2,0.0%,FA,13,2019
25,DeAndre Hopkins,5,8,64,12.8,27,1,0,0,0,0,0,1,15.6,15.6,80.6%,TEN,13,2019
26,Kenny Stills,3,4,61,20.3,35,2,1,0,0,0,0,1,15.1,15.1,0.0%,FA,13,2019
27,David Moore,2,4,65,32.5,60,1,1,0,0,0,0,1,14.5,14.5,0.1%,CAR,13,2019
28,Deebo Samuel Sr.,2,4,41,20.5,33,1,1,1,20,0,0,1,14.1,14.1,99.5%,SF,13,2019
29,Breshad Perriman,5,6,87,17.4,32,2,0,0,0,0,0,1,13.7,13.7,0.0%,FA,13,2019
30,Jarvis Landry,6,11,76,12.7,19,0,0,0,0,0,0,1,13.6,13.6,14.0%,FA,13,2019
31,Sterling Shepard,3,6,40,13.3,18,0,1,0,0,0,0,1,13.0,13.0,0.0%,TB,13,2019
32,Marvin Jones Jr.,3,6,40,13.3,19,0,1,0,0,0,0,1,13.0,13.0,0.0%,FA,13,2019
33,Laquon Treadwell,1,2,58,58.0,58,1,1,0,0,0,0,1,12.8,12.8,0.0%,IND,13,2019
34,Christian Blake,6,9,57,9.5,13,0,0,0,0,0,0,1,11.7,11.7,0.0%,FA,13,2019
35,Larry Fitzgerald,6,7,56,9.3,18,0,0,0,0,0,0,1,11.6,11.6,0.2%,FA,13,2019
36,DK Metcalf,6,7,75,12.5,20,1,0,0,0,0,1,1,11.5,11.5,99.1%,SEA,13,2019
37,Albert Wilson,5,5,32,6.4,13,0,0,2,31,0,0,1,11.3,11.3,0.0%,FA,13,2019
38,Kalif Raymond,1,1,40,40.0,40,1,1,0,0,0,0,1,11.0,11.0,0.7%,DET,13,2019
39,Michael Thomas,6,8,48,8.0,14,0,0,0,0,0,0,1,10.8,10.8,0.2%,FA,13,2019
40,John Brown,3,4,26,8.7,14,0,0,0,0,0,0,1,10.7,10.7,0.0%,FA,13,2019
41,Auden Tate,4,7,66,16.5,19,0,0,0,0,0,0,1,10.6,10.6,0.0%,FA,13,2019
42,Javon Wims,5,6,56,11.2,19,0,0,0,0,0,0,1,10.6,10.6,0.0%,FA,13,2019
43,Darius Slayton,6,9,44,7.3,13,0,0,0,0,0,0,1,10.4,10.4,2.5%,NYG,13,2019
44,Tyreek Hill,5,8,55,11.0,17,0,0,1,-4,0,0,1,10.1,10.1,100.0%,MIA,13,2019
45,Chris Conley,4,5,57,14.3,20,1,0,0,0,0,0,1,9.7,9.7,0.0%,SF,13,2019
46,Marcus Johnson,4,6,55,13.8,19,0,0,0,0,0,0,1,9.5,9.5,0.0%,FA,13,2019
47,Michael Gallup,3,7,63,21.0,35,1,0,0,0,0,0,1,9.3,9.3,0.1%,FA,13,2019
48,Mike Evans,4,11,53,13.3,25,1,0,0,0,0,0,1,9.3,9.3,99.7%,TB,13,2019
49,Stefon Diggs,4,9,25,6.3,10,0,0,1,27,0,0,1,9.2,9.2,98.6%,HOU,13,2019
50,Nelson Agholor,3,6,41,13.7,24,1,0,0,0,0,0,1,9.1,9.1,0.6%,BAL,13,2019
51,Chris Godwin,4,6,50,12.5,27,1,0,0,0,0,0,1,9.0,9.0,92.8%,TB,13,2019
52,J.J. Arcega-Whiteside,1,2,15,15.0,15,0,1,0,0,0,0,1,8.5,8.5,0.0%,FA,13,2019
53,Ventell Bryant,1,1,15,15.0,15,0,1,0,0,0,0,1,8.5,8.5,0.0%,FA,13,2019
54,Adam Humphries,1,2,13,13.0,13,0,1,0,0,0,0,1,8.3,8.3,0.0%,FA,13,2019
55,Randall Cobb,3,3,53,17.7,23,1,0,0,0,0,0,1,8.3,8.3,0.0%,FA,13,2019
56,Kelvin Harmon,3,5,51,17.0,26,2,0,0,0,0,0,1,8.1,8.1,0.0%,DAL,13,2019
57,Emmanuel Sanders,4,6,41,10.3,18,0,0,0,0,0,0,1,8.1,8.1,0.0%,FA,13,2019
58,Josh Reynolds,4,4,39,9.8,20,1,0,0,0,0,0,1,7.9,7.9,1.2%,DEN,13,2019
59,Jakobi Meyers,3,7,46,15.3,21,1,0,0,0,0,0,1,7.6,7.6,61.4%,LV,13,2019
60,A.J. Brown,3,4,45,15.0,16,0,0,0,0,0,0,1,7.5,7.5,100.0%,PHI,13,2019
61,Kendrick Bourne,3,3,42,14.0,30,1,0,0,0,0,0,1,7.2,7.2,4.6%,NE,13,2019
62,DJ Chark Jr.,2,5,47,23.5,30,1,0,0,0,0,0,1,6.7,6.7,3.6%,LAC,13,2019
63,Pharoh Cooper,4,6,26,6.5,9,0,0,0,0,0,0,1,6.6,6.6,0.0%,FA,13,2019
64,Isaiah McKenzie,3,3,34,11.3,18,0,0,0,0,0,0,1,6.4,6.4,0.0%,NYG,13,2019
65,Jarius Wright,3,5,34,11.3,14,0,0,0,0,0,0,1,6.4,6.4,0.0%,FA,13,2019
66,Allen Hurns,3,4,33,11.0,14,0,0,0,0,0,0,1,6.3,6.3,0.0%,FA,13,2019
67,Danny Amendola,3,8,32,10.7,14,0,0,0,0,0,0,1,6.2,6.2,0.0%,FA,13,2019
68,Steven Sims Jr.,3,4,29,9.7,14,0,0,0,0,0,0,1,5.9,5.9,0.0%,HOU,13,2019
69,Odell Beckham Jr.,3,6,29,9.7,19,0,0,0,0,0,0,1,5.9,5.9,4.8%,MIA,13,2019
70,Justin Hardy,3,3,28,9.3,13,0,0,0,0,0,0,1,5.8,5.8,0.0%,FA,13,2019
71,Christian Kirk,3,7,23,7.7,10,0,0,0,0,0,0,1,5.3,5.3,90.9%,JAC,13,2019
72,Demaryius Thomas,3,5,23,7.7,9,0,0,0,0,0,0,1,5.3,5.3,0.1%,FA,13,2019
73,Cody Latimer,1,3,43,43.0,43,1,0,0,0,0,0,1,5.3,5.3,0.0%,FA,13,2019
74,Mohamed Sanu Sr.,3,5,14,4.7,6,0,0,0,0,0,0,1,4.4,4.4,0.0%,FA,13,2019
75,Brandin Cooks,2,2,24,12.0,28,1,0,0,0,0,0,1,4.4,4.4,30.9%,DAL,13,2019
76,Vyncint Smith,2,3,23,11.5,12,0,0,0,0,0,0,1,4.3,4.3,0.0%,FA,13,2019
77,Tavon Austin,2,5,22,11.0,12,0,0,0,0,0,0,1,4.2,4.2,0.1%,FA,13,2019
78,Alex Erickson,2,2,21,10.5,15,0,0,0,0,0,0,1,4.1,4.1,0.0%,FA,13,2019
79,Diontae Johnson,1,5,14,14.0,14,0,0,1,17,0,0,1,4.1,4.1,90.7%,CAR,13,2019
80,Geronimo Allison,2,3,20,10.0,15,0,0,0,0,0,0,1,4.0,4.0,0.0%,FA,13,2019
81,Tevin Jones,1,1,28,28.0,28,1,0,0,0,0,0,1,3.8,3.8,0.0%,FA,13,2019
82,Robert Foster,1,2,20,20.0,20,1,0,1,7,0,0,1,3.7,3.7,0.0%,FA,13,2019
83,Phillip Dorsett II,2,6,15,7.5,9,0,0,0,0,0,0,1,3.5,3.5,0.0%,FA,13,2019
84,Zay Jones,2,3,14,7.0,8,0,0,0,0,0,0,1,3.4,3.4,1.3%,ARI,13,2019
85,Tre'Quan Smith,2,2,14,7.0,9,0,0,0,0,0,0,1,3.4,3.4,0.1%,DET,13,2019
86,Cody Hollister,2,2,13,6.5,11,0,0,0,0,0,0,1,3.3,3.3,0.0%,FA,13,2019
87,Corey Davis,1,2,23,23.0,23,1,0,0,0,0,0,1,3.3,3.3,0.0%,FA,13,2019
88,DaeSean Hamilton,2,3,12,6.0,7,0,0,0,0,0,0,1,3.2,3.2,0.0%,FA,13,2019
89,Terry McLaurin,2,4,8,4.0,11,0,0,0,0,0,0,1,2.8,2.8,93.6%,WAS,13,2019
90,Jamison Crowder,2,9,8,4.0,9,0,0,0,0,0,0,1,2.8,2.8,0.1%,WAS,13,2019
91,Ashton Dulin,1,1,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,0.0%,IND,13,2019
92,Willie Snead IV,1,2,12,12.0,12,0,0,0,0,0,0,1,2.2,2.2,0.0%,FA,13,2019
93,Da'Mari Scott,1,2,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,FA,13,2019
94,Keelan Cole Sr.,1,2,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,FA,13,2019
95,Keelan Doss,1,1,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.0%,FA,13,2019
96,Josh Gordon,1,1,10,10.0,10,0,0,0,0,0,0,1,2.0,2.0,0.0%,FA,13,2019
97,Tyrell Williams,1,4,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,0.0%,FA,13,2019
98,Andre Patton,1,2,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,FA,13,2019
99,William Fuller V,1,2,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,FA,13,2019
100,Jaron Brown,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,FA,13,2019
101,Michael Walker,1,2,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,FA,13,2019
102,Braxton Berrios,1,2,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.4%,MIA,13,2019
