Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Dallas Cowboys,5,1,2,2,1,0,0,1,23.0,23.0,98.7%,DAL,5,2022
2,New England Patriots,2,1,1,1,1,0,0,1,22.0,22.0,2.9%,NE,5,2022
3,San Francisco 49ers,6,1,0,0,1,0,0,1,15.0,15.0,99.0%,SF,5,2022
4,Buffalo Bills,3,1,1,0,0,0,0,1,14.0,14.0,51.7%,BUF,5,2022
5,Denver Broncos,6,2,0,3,0,0,0,1,14.0,14.0,7.8%,DEN,5,2022
6,Indianapolis Colts,4,2,0,1,0,0,0,1,14.0,14.0,6.9%,IND,5,2022
7,Houston Texans,0,2,0,0,0,0,0,1,11.0,11.0,36.0%,HOU,5,2022
8,New York Jets,2,1,1,1,0,1,0,1,9.0,9.0,94.9%,NYJ,5,2022
9,Tampa Bay Buccaneers,5,0,0,1,0,0,0,1,6.0,6.0,6.5%,TB,5,2022
10,Baltimore Ravens,3,1,0,0,0,0,0,1,6.0,6.0,97.7%,BAL,5,2022
11,Tennessee Titans,3,1,0,0,0,0,0,1,6.0,6.0,1.1%,TEN,5,2022
12,Jacksonville Jaguars,1,0,0,0,0,0,0,1,5.0,5.0,19.9%,JAC,5,2022
13,Washington Commanders,5,0,0,0,0,0,0,1,5.0,5.0,1.0%,WAS,5,2022
14,Carolina Panthers,2,0,1,1,0,0,0,1,5.0,5.0,1.0%,CAR,5,2022
15,Los Angeles Rams,3,0,0,2,0,0,0,1,4.0,4.0,1.4%,LAR,5,2022
16,Cincinnati Bengals,1,1,0,0,0,0,0,1,4.0,4.0,58.3%,CIN,5,2022
17,Chicago Bears,1,1,0,0,0,0,0,1,4.0,4.0,46.1%,CHI,5,2022
18,Philadelphia Eagles,1,1,0,0,0,0,0,1,4.0,4.0,43.3%,PHI,5,2022
19,Minnesota Vikings,2,0,1,2,0,0,0,1,4.0,4.0,33.7%,MIN,5,2022
20,New Orleans Saints,3,0,1,2,0,0,0,1,4.0,4.0,64.3%,NO,5,2022
21,Arizona Cardinals,2,0,0,0,0,0,0,1,3.0,3.0,0.4%,ARI,5,2022
22,Green Bay Packers,1,0,0,0,0,1,0,1,3.0,3.0,10.2%,GB,5,2022
23,New York Giants,2,0,0,1,0,0,0,1,2.0,2.0,3.3%,NYG,5,2022
24,Las Vegas Raiders,3,0,0,0,0,0,0,1,2.0,2.0,6.5%,LV,5,2022
25,Pittsburgh Steelers,0,1,1,1,0,0,0,1,2.0,2.0,91.3%,PIT,5,2022
26,Detroit Lions,0,1,0,0,0,0,0,1,2.0,2.0,40.6%,DET,5,2022
27,Los Angeles Chargers,0,1,0,0,0,0,0,1,1.0,1.0,9.6%,LAC,5,2022
28,Seattle Seahawks,1,1,1,1,0,0,0,1,1.0,1.0,32.1%,SEA,5,2022
29,Kansas City Chiefs,2,0,0,1,0,0,0,1,1.0,1.0,79.3%,KC,5,2022
30,Atlanta Falcons,0,0,0,0,0,0,0,1,0.0,0.0,11.4%,ATL,5,2022
31,Cleveland Browns,1,0,0,0,0,0,0,1,0.0,0.0,97.8%,CLE,5,2022
32,Miami Dolphins,2,0,0,0,0,0,0,1,-2.0,-2.0,77.9%,MIA,5,2022
