Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jason Myers,3,3,100.0,51,0,0,1,1,1,6,6,1,18.0,18.0,8.8%,SEA,17,2021
2,Chris Boswell,4,4,100.0,50,0,1,1,1,1,2,2,1,17.0,17.0,4.4%,PIT,17,2021
3,Matt Prater,4,4,100.0,53,0,2,1,0,1,1,1,1,15.0,15.0,3.7%,ARI,17,2021
4,Justin Tucker,4,4,100.0,46,0,1,1,2,0,1,1,1,15.0,15.0,99.8%,BAL,17,2021
5,Brett Maher,4,4,100.0,41,0,1,1,2,0,0,1,1,14.0,14.0,0.0%,FA,17,2021
6,Daniel Carlson,3,3,100.0,47,0,0,1,2,0,2,2,1,13.0,13.0,9.8%,LV,17,2021
7,Mason Crosby,3,3,100.0,37,0,0,3,0,0,4,4,1,13.0,13.0,0.1%,FA,17,2021
8,Joey Slye,3,3,100.0,55,0,0,2,0,1,1,1,1,12.0,12.0,0.2%,NE,17,2021
9,Evan McPherson,2,2,100.0,46,0,1,0,1,0,4,4,1,11.0,11.0,88.7%,CIN,17,2021
10,Randy Bullock,2,2,100.0,44,0,1,0,1,0,4,4,1,11.0,11.0,0.0%,FA,17,2021
11,Robbie Gould,3,3,100.0,37,0,1,2,0,0,2,2,1,11.0,11.0,0.1%,FA,17,2021
12,Jake Elliott,2,2,100.0,42,0,0,0,2,0,2,2,1,10.0,10.0,95.3%,PHI,17,2021
13,Michael Badgley,2,2,100.0,46,0,0,0,2,0,2,2,1,10.0,10.0,1.1%,DET,17,2021
14,Dustin Hopkins,2,2,100.0,23,1,1,0,0,0,4,4,1,10.0,10.0,20.7%,CLE,17,2021
15,Cairo Santos,2,2,100.0,44,0,1,0,1,0,3,3,1,10.0,10.0,28.4%,CHI,17,2021
16,Nick Folk,1,1,100.0,43,0,0,0,1,0,5,6,1,9.0,9.0,2.5%,TEN,17,2021
17,Brandon McManus,2,2,100.0,61,0,1,0,0,1,1,1,1,9.0,9.0,0.1%,FA,17,2021
18,Ryan Succop,2,2,100.0,39,0,1,1,0,0,2,2,1,8.0,8.0,0.0%,FA,17,2021
19,Eddy Pineiro,1,1,100.0,51,0,0,0,0,1,3,3,1,8.0,8.0,2.8%,CAR,17,2021
20,Younghoe Koo,2,2,100.0,28,0,2,0,0,0,1,1,1,7.0,7.0,79.8%,ATL,17,2021
21,Harrison Butker,1,1,100.0,34,0,0,1,0,0,4,4,1,7.0,7.0,98.8%,KC,17,2021
22,Greg Joseph,1,1,100.0,51,0,0,0,0,1,1,1,1,6.0,6.0,0.1%,FA,17,2021
23,Matthew Wright,1,1,100.0,29,0,1,0,0,0,1,1,1,4.0,4.0,0.0%,FA,17,2021
24,Lirim Hajrullahu,1,2,50.0,32,0,0,1,0,0,1,1,1,4.0,4.0,0.1%,FA,17,2021
25,Tyler Bass,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,40.1%,BUF,17,2021
26,Graham Gano,1,1,100.0,38,0,0,1,0,0,0,0,1,3.0,3.0,1.0%,NYG,17,2021
27,Jason Sanders,1,2,50.0,39,0,0,1,0,0,0,0,1,3.0,3.0,49.7%,MIA,17,2021
28,Riley Patterson,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,FA,17,2021
29,Matt Gay,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,30.7%,IND,17,2021
30,Greg Zuerlein,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,52.1%,NYJ,17,2021
31,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,3.7%,TB,17,2021
32,Ka'imi Fairbairn,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,89.8%,HOU,17,2021
33,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,17,2021
34,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,17,2021
