Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Zane Gonzalez,4,4,100.0,57,0,2,0,0,2,1,1,1,17.0,17.0,0.1%,FA,8,2021
2,Joey Slye,4,5,80.0,52,0,1,1,1,1,1,2,1,16.0,16.0,0.2%,NE,8,2021
3,Jake Elliott,3,3,100.0,43,0,1,0,2,0,5,5,1,16.0,16.0,95.3%,PHI,8,2021
4,Nick Folk,4,4,100.0,48,0,1,1,2,0,1,1,1,15.0,15.0,2.5%,TEN,8,2021
5,Greg Joseph,3,3,100.0,45,0,1,0,2,0,1,1,1,12.0,12.0,0.1%,FA,8,2021
6,Randy Bullock,2,2,100.0,46,0,0,0,2,0,4,4,1,12.0,12.0,0.0%,FA,8,2021
7,Brian Johnson,3,3,100.0,35,0,2,1,0,0,3,4,1,12.0,12.0,0.0%,FA,8,2021
8,Cairo Santos,3,3,100.0,40,0,1,1,1,0,1,2,1,11.0,11.0,28.4%,CHI,8,2021
9,Tyler Bass,2,2,100.0,57,0,0,1,0,1,2,2,1,10.0,10.0,40.1%,BUF,8,2021
10,Younghoe Koo,2,3,66.7,53,0,0,0,1,1,1,1,1,10.0,10.0,79.8%,ATL,8,2021
11,Greg Zuerlein,2,3,66.7,39,0,0,2,0,0,2,2,1,8.0,8.0,52.1%,NYJ,8,2021
12,Matt Ammendola,2,3,66.7,24,0,2,0,0,0,2,2,1,8.0,8.0,2.0%,FA,8,2021
13,Matt Gay,1,1,100.0,27,0,1,0,0,0,5,5,1,8.0,8.0,30.7%,IND,8,2021
14,Harrison Butker,2,2,100.0,36,0,0,2,0,0,2,2,1,8.0,8.0,98.8%,KC,8,2021
15,Jason Myers,1,1,100.0,31,0,0,1,0,0,4,4,1,7.0,7.0,8.8%,SEA,8,2021
16,Evan McPherson,1,1,100.0,21,0,1,0,0,0,4,4,1,7.0,7.0,88.7%,CIN,8,2021
17,Michael Badgley,1,1,100.0,34,0,0,1,0,0,4,4,1,7.0,7.0,1.1%,DET,8,2021
18,Dustin Hopkins,1,1,100.0,48,0,0,0,1,0,3,3,1,7.0,7.0,20.7%,CLE,8,2021
19,Chris Blewitt,1,3,33.3,52,0,0,0,0,1,1,1,1,6.0,6.0,0.1%,FA,8,2021
20,Brandon McManus,1,2,50.0,45,0,0,0,1,0,2,2,1,6.0,6.0,0.1%,FA,8,2021
21,Mason Crosby,1,1,100.0,21,0,1,0,0,0,3,3,1,6.0,6.0,0.1%,FA,8,2021
22,Graham Gano,1,1,100.0,23,0,1,0,0,0,2,2,1,5.0,5.0,1.0%,NYG,8,2021
23,Jason Sanders,1,2,50.0,51,0,0,0,0,1,0,0,1,5.0,5.0,49.7%,MIA,8,2021
24,Chase McLaughlin,1,1,100.0,30,0,0,1,0,0,1,1,1,4.0,4.0,3.7%,TB,8,2021
25,Ryan Succop,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.0%,FA,8,2021
26,Chris Boswell,1,1,100.0,31,0,0,1,0,0,0,0,1,3.0,3.0,4.4%,PIT,8,2021
27,Matt Prater,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,3.7%,ARI,8,2021
28,Ka'imi Fairbairn,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,89.8%,HOU,8,2021
29,Matthew Wright,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0%,FA,8,2021
30,Austin Seibert,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,FA,8,2021
31,Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,33.3%,FA,8,2021
32,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,8,2021
