Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Stephon Tuitt,8,1,2.0,0,0,0,0,0,1,28.3,28.3,0.1%,FA,8,2020
2,DeMarcus Lawrence,5,1,1.0,0,0,1,0,0,1,23.8,23.8,4.3%,DAL,8,2020
3,Tyquan Lewis,3,0,2.0,1,0,0,0,0,1,19.0,19.0,0.1%,IND,8,2020
4,Olivier Vernon,3,1,2.0,0,0,0,0,0,1,18.3,18.3,6.0%,FA,8,2020
5,Jason Pierre-Paul,5,2,1.0,0,0,0,0,0,1,18.0,18.0,0.0%,FA,8,2020
6,Brandon Graham,2,2,1.0,0,0,1,1,0,1,16.5,16.5,0.2%,PHI,8,2020
7,Denico Autry,2,0,2.0,0,0,0,0,0,1,16.0,16.0,0.8%,HOU,8,2020
8,Aaron Donald,3,1,1.0,0,0,1,0,0,1,15.8,15.8,8.8%,FA,8,2020
9,Romeo Okwara,5,1,1.0,0,0,0,0,0,1,14.8,14.8,2.0%,FA,8,2020
10,Fletcher Cox,2,1,1.0,0,0,0,0,0,1,12.8,12.8,1.1%,FA,8,2020
11,Christian Wilkins,3,2,0.0,1,1,0,0,0,1,12.5,12.5,18.8%,LV,8,2020
12,Jaylon Ferguson,2,0,1.0,0,0,0,0,0,1,12.0,12.0,0.0%,FA,8,2020
13,Dean Lowry,3,0,1.0,0,0,0,0,0,1,11.0,11.0,0.1%,PIT,8,2020
14,Shaq Lawson,1,2,1.0,0,0,1,0,0,1,11.0,11.0,0.0%,FA,8,2020
15,Emmanuel Ogbah,1,0,1.0,1,0,1,0,0,1,11.0,11.0,0.1%,MIA,8,2020
16,David Onyemata,1,4,1.0,0,0,0,0,0,1,11.0,11.0,2.5%,ATL,8,2020
17,Tershawn Wharton,2,2,1.0,0,0,0,0,0,1,11.0,11.0,0.1%,KC,8,2020
18,Danny Shelton,4,1,1.0,0,0,0,0,0,1,10.8,10.8,0.0%,FA,8,2020
19,Leonard Williams,1,3,1.0,0,0,0,0,0,1,10.3,10.3,6.6%,SEA,8,2020
20,Kerry Hyder Jr.,2,1,1.0,0,0,0,0,0,1,10.3,10.3,2.0%,FA,8,2020
21,Alton Robinson,2,1,1.0,0,0,0,0,0,1,10.3,10.3,0.0%,FA,8,2020
22,Cameron Jordan,2,1,1.0,0,0,0,0,0,1,10.3,10.3,1.1%,NO,8,2020
23,Jerry Hughes,2,1,1.0,0,0,0,0,0,1,10.3,10.3,0.1%,HOU,8,2020
24,D.J. Wonnum,1,0,1.0,0,0,1,0,0,1,9.5,9.5,1.2%,CAR,8,2020
25,Quinnen Williams,3,0,0.0,0,0,0,0,0,1,9.5,9.5,11.6%,NYJ,8,2020
26,Shelby Harris,3,3,0.0,0,0,0,0,0,1,9.3,9.3,0.1%,CLE,8,2020
27,Jerry Tillery,1,1,1.0,0,0,0,0,0,1,8.8,8.8,0.1%,MIN,8,2020
28,Ndamukong Suh,1,1,1.0,0,0,0,0,0,1,8.8,8.8,0.0%,FA,8,2020
29,Josh Sweat,5,1,0.0,0,0,0,0,0,1,8.3,8.3,4.2%,PHI,8,2020
30,Efe Obada,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,WAS,8,2020
31,Vinny Curry,1,0,1.0,0,0,0,0,0,1,8.0,8.0,0.0%,FA,8,2020
