Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Trey McBride,10,14,95,9.5,22,2,1,0,0,0,0,1,25.5,25.5,98.8%,ARI,8,2023
2,George Kittle,9,11,149,16.6,34,3,0,0,0,0,0,1,23.9,23.9,99.1%,SF,8,2023
3,Taysom Hill,1,1,14,14.0,14,0,0,9,63,2,0,1,22.5,22.5,45.9%,NO,8,2023
4,T.J. Hockenson,6,9,88,14.7,23,2,1,0,0,0,0,1,20.8,20.8,76.0%,MIN,8,2023
5,Sam LaPorta,8,10,57,7.1,18,0,1,0,0,0,0,1,19.7,19.7,99.9%,DET,8,2023
6,Cole Kmet,10,10,79,7.9,17,0,0,0,0,0,0,1,17.9,17.9,56.2%,CHI,8,2023
7,David Njoku,4,8,77,19.3,41,1,1,0,0,0,0,1,17.7,17.7,93.2%,CLE,8,2023
8,Dalton Kincaid,5,7,65,13.0,22,1,1,0,0,0,0,1,17.5,17.5,97.7%,BUF,8,2023
9,Evan Engram,10,10,88,8.8,34,1,0,0,0,0,1,1,16.8,16.8,97.1%,JAC,8,2023
10,Logan Thomas,6,8,44,7.3,16,0,1,0,0,0,0,1,16.4,16.4,0.1%,FA,8,2023
11,Jake Ferguson,4,4,47,11.8,18,0,1,0,0,0,0,1,14.7,14.7,93.8%,DAL,8,2023
12,Donald Parham Jr.,4,5,43,10.8,17,0,1,0,0,0,0,1,14.3,14.3,0.0%,DEN,8,2023
13,Mark Andrews,4,5,40,10.0,13,0,1,0,0,0,0,1,14.0,14.0,99.8%,BAL,8,2023
14,Travis Kelce,6,9,58,9.7,19,0,0,0,0,0,0,1,11.8,11.8,100.0%,KC,8,2023
15,Drew Ogletree,1,3,33,33.0,33,1,1,0,0,0,0,1,10.3,10.3,0.1%,IND,8,2023
16,Tyler Higbee,5,7,45,9.0,20,1,0,0,0,0,0,1,9.5,9.5,1.3%,LAR,8,2023
17,Cade Otton,4,6,27,6.8,12,0,0,0,0,0,0,1,8.7,8.7,14.1%,TB,8,2023
18,Tommy Tremble,2,3,4,2.0,3,0,1,0,0,0,0,1,8.4,8.4,0.1%,CAR,8,2023
19,Dallas Goedert,4,7,36,9.0,16,0,0,0,0,0,0,1,7.6,7.6,86.6%,PHI,8,2023
20,Connor Heyward,5,6,24,4.8,9,0,0,0,0,0,0,1,7.4,7.4,0.1%,PIT,8,2023
21,Chigoziem Okonkwo,4,5,23,5.8,12,0,0,1,4,0,0,1,6.7,6.7,15.7%,TEN,8,2023
22,Kyle Pitts,3,5,35,11.7,14,0,0,0,0,0,0,1,6.5,6.5,97.2%,ATL,8,2023
23,Andrew Beck,1,1,8,8.0,8,0,0,2,1,1,1,1,5.9,5.9,0.0%,GB,8,2023
24,Durham Smythe,3,3,28,9.3,15,0,0,0,0,0,0,1,5.8,5.8,0.1%,MIA,8,2023
25,Hunter Henry,3,3,28,9.3,16,0,0,0,0,0,0,1,5.8,5.8,19.0%,NE,8,2023
26,Pharaoh Brown,2,2,33,16.5,24,1,0,0,0,0,0,1,5.3,5.3,0.0%,SEA,8,2023
27,Noah Fant,2,3,32,16.0,27,1,0,0,0,0,0,1,5.2,5.2,19.4%,SEA,8,2023
28,Irv Smith Jr.,4,4,25,6.3,11,0,0,0,0,0,1,1,4.5,4.5,0.1%,FA,8,2023
29,Noah Gray,2,3,25,12.5,17,0,0,0,0,0,0,1,4.5,4.5,0.4%,KC,8,2023
30,Austin Hooper,2,2,19,9.5,11,0,0,0,0,0,0,1,3.9,3.9,0.2%,NE,8,2023
31,Mike Gesicki,2,3,11,5.5,6,0,0,0,0,0,0,1,3.1,3.1,3.0%,CIN,8,2023
32,Michael Mayer,1,2,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,1.4%,LV,8,2023
33,C.J. Uzomah,1,1,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,0.0%,FA,8,2023
34,Luke Musgrave,2,3,9,4.5,7,0,0,0,0,0,0,1,2.9,2.9,34.8%,GB,8,2023
35,John Bates,1,1,17,17.0,17,0,0,0,0,0,0,1,2.7,2.7,0.0%,WAS,8,2023
36,Dalton Schultz,2,5,5,2.5,9,0,0,0,0,0,0,1,2.5,2.5,79.8%,HOU,8,2023
37,Stephen Sullivan,1,1,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,0.0%,FA,8,2023
38,Jonnu Smith,1,1,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,5.5%,MIA,8,2023
39,Luke Schoonmaker,1,1,13,13.0,13,0,0,0,0,0,0,1,2.3,2.3,0.2%,DAL,8,2023
40,Mo Alie-Cox,1,2,11,11.0,11,0,0,0,0,0,0,1,2.1,2.1,0.1%,IND,8,2023
41,Isaiah Likely,1,1,10,10.0,10,0,0,0,0,0,0,1,2.0,2.0,14.7%,BAL,8,2023
42,Robert Tonyan,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,MIN,8,2023
43,Johnny Mundt,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,3.5%,MIN,8,2023
44,Will Mallory,1,2,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,IND,8,2023
45,Jordan Akins,1,1,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.1%,CLE,8,2023
46,Juwan Johnson,1,2,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,7.8%,NO,8,2023
47,Brock Wright,1,1,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.1%,DET,8,2023
48,Luke Farrell,1,1,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.0%,JAC,8,2023
49,Darren Waller,1,2,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,2.9%,FA,8,2023
50,Julian Hill,1,2,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.0%,MIA,8,2023
51,MyCole Pruitt,1,2,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,0.0%,PIT,8,2023
52,Mitchell Fraboni,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,DEN,8,2023
53,Matt Orzech,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,8,2023
54,Parker Hesse,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DET,8,2023
55,Brycen Hopkins,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,8,2023
56,Colby Parkinson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,3.1%,LAR,8,2023
57,Josh Oliver,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,MIN,8,2023
58,N'Keal Harry,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,MIN,8,2023
59,Albert Okwuegbunam Jr.,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,PHI,8,2023
60,Foster Moreau,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NO,8,2023
61,Stephen Carlson,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CHI,8,2023
62,Dawson Knox,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.6%,BUF,8,2023
