Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Pat Freiermuth,9,11,120,13.3,29,2,0,0,0,0,0,1,21.0,21.0,72.9%,PIT,12,2023
2,Tyler Higbee,5,5,29,5.8,7,0,2,0,0,0,0,1,19.9,19.9,1.3%,LAR,12,2023
3,Sam LaPorta,5,8,47,9.4,31,1,1,0,0,0,0,1,17.7,17.7,99.9%,DET,12,2023
4,T.J. Hockenson,5,6,50,10.0,17,0,1,0,0,0,0,1,16.0,16.0,76.0%,MIN,12,2023
5,Travis Kelce,6,7,91,15.2,27,2,0,0,0,0,0,1,15.1,15.1,100.0%,KC,12,2023
6,Gerald Everett,4,4,43,10.8,31,1,1,0,0,0,0,1,14.3,14.3,0.8%,CHI,12,2023
7,Trey McBride,7,9,60,8.6,16,0,0,0,0,0,0,1,13.0,13.0,98.8%,ARI,12,2023
8,David Njoku,6,9,59,9.8,17,0,0,0,0,0,0,1,11.9,11.9,93.2%,CLE,12,2023
9,Cole Kmet,7,7,43,6.1,24,1,0,0,0,0,0,1,11.3,11.3,56.2%,CHI,12,2023
10,Evan Engram,5,8,49,9.8,21,1,0,0,0,0,0,1,9.9,9.9,97.1%,JAC,12,2023
11,Tucker Kraft,2,2,15,7.5,9,0,1,0,0,0,0,1,9.5,9.5,3.0%,GB,12,2023
12,Dalton Kincaid,5,6,38,7.6,14,0,0,0,0,0,0,1,8.8,8.8,97.7%,BUF,12,2023
13,Cade Otton,4,4,45,11.3,24,1,0,0,0,0,0,1,8.5,8.5,14.1%,TB,12,2023
14,Juwan Johnson,4,7,45,11.3,23,1,0,0,0,0,0,1,8.5,8.5,7.8%,NO,12,2023
15,Luke Farrell,3,5,55,18.3,42,1,0,0,0,0,0,1,8.5,8.5,0.0%,JAC,12,2023
16,Chigoziem Okonkwo,4,5,45,11.3,25,1,0,0,0,0,0,1,8.5,8.5,15.7%,TEN,12,2023
17,Taysom Hill,2,2,55,27.5,36,1,0,7,26,0,1,1,8.1,8.1,45.9%,NO,12,2023
18,Drew Sample,1,1,11,11.0,11,0,1,0,0,0,0,1,8.1,8.1,0.1%,CIN,12,2023
19,Isaiah Likely,4,6,40,10.0,18,0,0,0,0,0,0,1,8.0,8.0,14.7%,BAL,12,2023
20,Adam Trautman,1,1,8,8.0,8,0,1,0,0,0,0,1,7.8,7.8,0.1%,DEN,12,2023
21,Tyler Conklin,4,5,33,8.3,9,0,0,0,0,0,0,1,7.3,7.3,29.0%,NYJ,12,2023
22,Noah Gray,3,3,30,10.0,13,0,0,0,0,0,0,1,6.0,6.0,0.4%,KC,12,2023
23,Tanner Hudson,4,5,18,4.5,6,0,0,0,0,0,0,1,5.8,5.8,0.1%,CIN,12,2023
